EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,DE1_.038-.053MEV_E_1/(cm**2-s-sr-MeV),DE2_.053-.103MEV_E_1/(cm**2-s-sr-MeV),DE3_.103-.175MEV_E_1/(cm**2-s-sr-MeV),DE4_.175-.315MEV_E_1/(cm**2-s-sr-MeV)
2012-01-29T01:00:00.000Z,123290,34500,14573,3979.6
2012-01-29T02:00:00.000Z,128810,35614,14881,4026.5
2012-01-29T03:00:00.000Z,112430,31114,13145,3559.7
2012-01-29T04:00:00.000Z,106950,29700,12431,3375
2012-01-29T05:00:00.000Z,102190,28329,11875,3216.8
2012-01-29T06:00:00.000Z,116620,31743,13046,3481.1
2012-01-29T07:00:00.000Z,126950,33800,13631,3595.4
2012-01-29T08:00:00.000Z,121620,32429,13056,3434.7
2012-01-29T09:00:00.000Z,113620,30414,12212,3202.6
2012-01-29T10:00:00.000Z,105520,28157,11329,2958.2
2012-01-29T11:00:00.000Z,96429,26029,10476,2747.4
2012-01-29T12:00:00.000Z,94000,25171,10060,2644.4
2012-01-29T13:00:00.000Z,89238,24057,9507.9,2493.9
2012-01-29T14:00:00.000Z,86143,23057,9023.8,2363.8
2012-01-29T15:00:00.000Z,78857,20871,8311.5,2183.2
2012-01-29T16:00:00.000Z,78905,20657,8174.6,2138.8
2012-01-29T17:00:00.000Z,77571,20200,7923.6,2055.1
2012-01-29T18:00:00.000Z,76429,19771,7757.9,2004.6
2012-01-29T19:00:00.000Z,74952,19386,7582.3,1950
2012-01-29T20:00:00.000Z,74381,19100,7425.6,1893.4
2012-01-29T21:00:00.000Z,71238,18314,7175.6,1837.8
2012-01-29T22:00:00.000Z,65143,16843,6602.2,1705.6
2012-01-29T23:00:00.000Z,61429,15929,6235.1,1620.4
2012-01-30T00:00:00.000Z,62714,16171,6322.4,1640.3
2012-01-30T01:00:00.000Z,63143,16214,6302.6,1613.8
2012-01-30T02:00:00.000Z,62714,16114,6272.8,1600
2012-01-30T03:00:00.000Z,70000,17829,6834.3,1716.3
2012-01-30T04:00:00.000Z,68143,17286,6616.1,1674
2012-01-30T05:00:00.000Z,65095,16471,6326.4,1586.7
2012-01-30T06:00:00.000Z,63524,16086,6197.4,1557.7
2012-01-30T07:00:00.000Z,62952,15914,6081.3,1519.9
2012-01-30T08:00:00.000Z,65048,16271,6171.6,1522.4
2012-01-30T09:00:00.000Z,72952,18057,6724.2,1650.5
2012-01-30T10:00:00.000Z,73095,18100,6730.2,1642.3
2012-01-30T11:00:00.000Z,73048,18114,6680.6,1634.7
2012-01-30T12:00:00.000Z,75571,18529,6830.4,1644.9
2012-01-30T13:00:00.000Z,75095,18457,6800.6,1641.3
2012-01-30T14:00:00.000Z,74952,18443,6776.8,1632.1
2012-01-30T15:00:00.000Z,75286,18371,6679.6,1584.7
2012-01-30T16:00:00.000Z,47324,11997,4531.7,1111.2
2012-01-30T17:00:00.000Z,45948,11683,4398.8,1080.6
2012-01-30T18:00:00.000Z,47576,11963,4469.2,1095.4
2012-01-30T19:00:00.000Z,42781,10863,4080.4,1010.7
2012-01-30T20:00:00.000Z,34052,8778.6,3390.9,855.1
2012-01-30T21:00:00.000Z,34948,8912.9,3435.5,865.31
2012-01-30T22:00:00.000Z,32986,8504.3,3304.6,831.63
2012-01-30T23:00:00.000Z,33743,8721.4,3356.2,831.12
2012-02-24T00:00:00.000Z,680,101.99,54.147,22.107
2012-02-24T01:00:00.000Z,685.24,101.04,55.079,21.832
2012-02-24T02:00:00.000Z,667.62,106.19,53.482,22.235
2012-02-24T03:00:00.000Z,646.67,102.71,51.696,21.02
2012-02-24T04:00:00.000Z,677.62,100.77,55.06,21.071
2012-02-24T05:00:00.000Z,667.14,103.59,54.802,21.709
2012-02-24T06:00:00.000Z,728.57,113.74,56.617,21.974
2012-02-24T07:00:00.000Z,769.52,119.23,57.927,22.48
2012-02-24T08:00:00.000Z,835.24,128.81,61.141,23.352
2012-02-24T09:00:00.000Z,835.71,139.7,64.563,24.408
2012-02-24T10:00:00.000Z,910.48,144.57,67.579,25.046
2012-02-24T11:00:00.000Z,1004.3,153.71,69.187,24.454
2012-02-24T12:00:00.000Z,1111.9,181.29,74.99,25.388
2012-02-24T13:00:00.000Z,1393.8,232.29,88.988,26.23
2012-02-24T14:00:00.000Z,1592.9,286.71,103.08,29.566
2012-02-24T15:00:00.000Z,1986.7,379,126.69,31.806
2012-02-24T16:00:00.000Z,2811.9,555.71,173.61,39.546
2012-02-24T17:00:00.000Z,3387.6,669.57,202.18,44.684
2012-02-24T18:00:00.000Z,4195.2,842.86,249.6,50.046
2012-02-24T19:00:00.000Z,4814.3,961.57,274.21,52.857
2012-02-24T20:00:00.000Z,5447.6,1077.7,307.94,58.673
2012-02-24T21:00:00.000Z,5561.9,1151.3,341.77,66.071
2012-02-24T22:00:00.000Z,9728.6,2004.3,587,111.89
2012-02-24T23:00:00.000Z,11643,2520,768.45,152.5
2012-02-25T00:00:00.000Z,16138,3442.9,1062.5,212.6
2012-02-25T01:00:00.000Z,18786,4150,1331.3,274.34
2012-02-25T02:00:00.000Z,23271,5374.3,1828.4,399.13
2012-02-25T03:00:00.000Z,31529,7501.4,2764.9,672.96
2012-02-25T04:00:00.000Z,44233,10701,4102.2,1065.8
2012-02-25T05:00:00.000Z,43605,10853,4266.9,1136.2
2012-02-25T06:00:00.000Z,46638,11894,4774.8,1259.2
2012-02-25T07:00:00.000Z,51190,13240,5368.1,1385.7
2012-02-25T08:00:00.000Z,54095,14084,5799.6,1503.1
2012-02-25T09:00:00.000Z,61143,15857,6413.7,1634.7
2012-02-25T10:00:00.000Z,67619,17243,6802.6,1696.4
2012-02-25T11:00:00.000Z,69381,17371,6639.9,1614.3
2012-02-25T12:00:00.000Z,77429,18886,6884.9,1606.6
2012-02-25T13:00:00.000Z,78571,18800,6667.7,1506.6
2012-02-25T14:00:00.000Z,84714,19843,6852.2,1514.8
2012-02-25T15:00:00.000Z,89238,20571,6934.5,1510.7
2012-02-25T16:00:00.000Z,89381,20343,6879,1500
2012-02-25T17:00:00.000Z,106000,23714,7987.1,1742.3
2012-02-25T18:00:00.000Z,113760,25271,8610.1,1920.4
2012-02-25T19:00:00.000Z,109950,24957,8674.6,2001.5
2012-02-25T20:00:00.000Z,126620,28429,10040,2373
2012-02-25T21:00:00.000Z,138670,31343,11369,2743.4
2012-02-25T22:00:00.000Z,153240,35486,13175,3235.2
2012-02-25T23:00:00.000Z,160520,37729,14107,3398.5
2012-02-26T00:00:00.000Z,152950,35971,13194,3103.6
2012-02-26T01:00:00.000Z,159330,37043,13135,2956.6
2012-02-26T02:00:00.000Z,154330,35386,12192,2643.9
2012-02-26T03:00:00.000Z,154050,34657,11548,2411.2
2012-02-26T04:00:00.000Z,153620,33800,10764,2169.4
2012-02-26T05:00:00.000Z,150570,32100,9843.3,1928.1
2012-02-26T06:00:00.000Z,141140,29671,8773.8,1664.8
2012-02-26T07:00:00.000Z,145710,29271,8335.3,1503.6
2012-02-26T08:00:00.000Z,140100,27357,7553.6,1304.6
2012-02-26T09:00:00.000Z,132100,25257,6693.5,1131.6
2012-02-26T10:00:00.000Z,128670,23971,6052.6,1005.1
2012-02-26T11:00:00.000Z,118380,21614,5293.7,873.47
2012-02-26T12:00:00.000Z,110760,19686,4698.4,766.33
2012-02-26T13:00:00.000Z,107380,18400,4296.6,682.14
2012-02-26T14:00:00.000Z,99810,16814,3892.9,608.67
2012-02-26T15:00:00.000Z,95952,15686,3541.7,550.51
2012-02-26T16:00:00.000Z,90857,14557,3228.2,500.66
2012-02-26T17:00:00.000Z,84952,13377,2928.6,451.73
2012-02-26T18:00:00.000Z,81762,12507,2652.8,410.61
2012-02-26T19:00:00.000Z,80905,12011,2464.3,377.04
2012-02-26T20:00:00.000Z,83762,12087,2384.9,359.03
2012-02-26T21:00:00.000Z,91238,12214,2272.8,322.7
2012-02-26T22:00:00.000Z,116810,13964,2325.4,309.95
2012-02-26T23:00:00.000Z,115860,13541,2190.5,287.81
2012-02-27T00:00:00.000Z,99095,11694,1888.9,252.4
2012-02-27T01:00:00.000Z,75048,8981.4,1532.7,213.27
2012-02-27T02:00:00.000Z,61476,7502.9,1322.4,193.98
2012-02-27T03:00:00.000Z,56000,6791.4,1211.3,178.11
2012-02-27T04:00:00.000Z,48000,5891.4,1062.5,162.4
2012-02-27T05:00:00.000Z,36986,4655.7,895.83,141.33
2012-02-27T06:00:00.000Z,32971,4128.6,804.37,123.93
2012-02-27T07:00:00.000Z,28624,3568.6,698.71,113.21
2012-02-27T08:00:00.000Z,25400,3214.3,640.77,106.12
2012-02-27T09:00:00.000Z,22148,2888.6,586.41,100.31
2012-02-27T10:00:00.000Z,17595,2355.7,508.33,91.224
2012-02-27T11:00:00.000Z,16562,2342.9,536.71,98.776
2012-02-27T12:00:00.000Z,17076,2482.9,584.82,109.85
2012-02-27T13:00:00.000Z,16605,2495.7,612.7,114.29
2012-02-27T14:00:00.000Z,18233,2818.6,709.42,131.17
2012-02-27T15:00:00.000Z,19476,3038.6,763.89,140.77
2012-02-27T16:00:00.000Z,17390,2584.3,625.69,112.7
2012-02-27T17:00:00.000Z,15862,2411.4,593.35,107.14
2012-02-27T18:00:00.000Z,14481,2141.4,501.88,89.388
2012-02-27T19:00:00.000Z,11105,1628.6,392.06,72.398
2012-02-27T20:00:00.000Z,7761.9,1207.4,305.26,61.429
2012-02-27T21:00:00.000Z,6252.4,991.86,260.12,56.633
2012-02-27T22:00:00.000Z,6109.5,950.43,260.02,54.847
2012-02-27T23:00:00.000Z,5919,948.57,255.95,55.255
2012-02-28T00:00:00.000Z,5661.9,907,241.57,51.378
2012-02-28T01:00:00.000Z,5485.7,871.71,232.04,51.071
2012-02-28T02:00:00.000Z,5128.6,814.57,217.36,46.689
2012-02-28T03:00:00.000Z,5085.7,797.71,213.49,47.995
2012-02-28T04:00:00.000Z,5166.7,787.29,216.87,47.52
2012-02-28T05:00:00.000Z,4600.5,714.71,197.32,42.832
2012-02-28T06:00:00.000Z,4100,654.71,185.71,41.622
2012-02-28T07:00:00.000Z,3954.8,623.71,179.07,41.852
2012-02-28T08:00:00.000Z,4325.2,675.86,187.1,42.367
2012-02-28T09:00:00.000Z,4923.8,740,197.42,43.27
2012-02-28T10:00:00.000Z,5514.3,799,204.07,43.087
2012-02-28T11:00:00.000Z,4895.2,723.29,192.66,42.362
2012-02-28T12:00:00.000Z,4444.3,668.14,175.5,40.903
2012-02-28T13:00:00.000Z,4332.4,641.43,173.81,38.628
2012-02-28T14:00:00.000Z,3912.9,562.14,153.37,38.077
2012-02-28T15:00:00.000Z,2469,388.14,118.06,33.316
2012-02-28T16:00:00.000Z,1906.2,305,108.63,30.872
2012-02-28T17:00:00.000Z,1722.4,277.29,100.89,28.311
2012-02-28T18:00:00.000Z,1640,268,95.417,29.398
2012-02-28T19:00:00.000Z,1644.8,261.86,100.2,28.332
2012-02-28T20:00:00.000Z,1533.3,247.86,91.915,27.827
2012-02-28T21:00:00.000Z,1468.6,236.43,89.583,27.255
2012-02-28T22:00:00.000Z,1836.2,263.29,97.708,26.929
2012-02-28T23:00:00.000Z,2148.6,314.14,101.88,29.097
2012-02-29T00:00:00.000Z,2143.3,307.71,100.5,27.862
2012-02-29T01:00:00.000Z,2151.4,302,95.992,27.959
2012-02-29T02:00:00.000Z,1699.5,252.57,89.067,26.219
2012-02-29T03:00:00.000Z,1761,261,88.393,27.357
2012-02-29T04:00:00.000Z,1385.7,215.86,81.657,24.306
2012-02-29T05:00:00.000Z,932.38,152.57,67.619,23.036
2012-02-29T06:00:00.000Z,1011.4,159.57,69.623,23.658
2012-02-29T07:00:00.000Z,874.76,143.86,66.349,23.505
2012-02-29T08:00:00.000Z,855.24,141.34,64.077,23.311
2012-02-29T09:00:00.000Z,910.95,154.29,66.786,23.265
2012-02-29T10:00:00.000Z,911.43,142.1,62.956,23.689
2012-02-29T11:00:00.000Z,858.1,133.74,64.891,23.138
2012-02-29T12:00:00.000Z,867.62,140.03,63.482,24.02
2012-02-29T13:00:00.000Z,910,141.26,65.238,22.541
2012-02-29T14:00:00.000Z,871.9,143.57,65.258,23.679
2012-02-29T15:00:00.000Z,884.76,143,66.558,23.102
2012-02-29T16:00:00.000Z,934.29,146.71,62.183,23.622
2012-02-29T17:00:00.000Z,843.33,130.77,63.423,24.061
2012-02-29T18:00:00.000Z,769.05,124.1,57.56,22.347
2012-02-29T19:00:00.000Z,760.48,121.1,58.859,23.276
2012-02-29T20:00:00.000Z,747.14,121.83,59.663,22.25
2012-02-29T21:00:00.000Z,740.95,117.71,58.681,21.684
2012-02-29T22:00:00.000Z,765.24,117.81,59.474,21.888
2012-02-29T23:00:00.000Z,778.57,121.07,58.601,22.913
2012-03-05T00:00:00.000Z,8528.6,1954.3,670.34,158.52
2012-03-05T01:00:00.000Z,9214.3,2112.9,724.5,164.13
2012-03-05T02:00:00.000Z,9652.4,2167.1,732.34,162.4
2012-03-05T03:00:00.000Z,10500,2347.1,752.68,162.45
2012-03-05T04:00:00.000Z,11538,2458.6,770.63,165
2012-03-05T05:00:00.000Z,12248,2551.4,769.94,162.86
2012-03-05T06:00:00.000Z,13029,2717.1,828.67,171.28
2012-03-05T07:00:00.000Z,14348,2965.7,934.13,200.05
2012-03-05T08:00:00.000Z,13495,2861.4,921.23,211.73
2012-03-05T09:00:00.000Z,13662,2978.6,978.97,231.22
2012-03-05T10:00:00.000Z,15771,3470,1167.7,277.81
2012-03-05T11:00:00.000Z,19248,4237.1,1448.4,346.33
2012-03-05T12:00:00.000Z,20571,4527.1,1533.7,362.6
2012-03-05T13:00:00.000Z,20348,4482.9,1509.9,357.3
2012-03-05T14:00:00.000Z,21257,4694.3,1566.5,372.5
2012-03-05T15:00:00.000Z,21229,4660,1556.5,376.43
2012-03-05T16:00:00.000Z,22986,4997.1,1651.8,396.02
2012-03-05T17:00:00.000Z,22886,4938.6,1605.2,378.57
2012-03-05T18:00:00.000Z,21414,4582.9,1481.2,350.26
2012-03-05T19:00:00.000Z,20286,4341.4,1407.7,332.45
2012-03-05T20:00:00.000Z,19776,4178.6,1350.2,318.72
2012-03-05T21:00:00.000Z,18976,4037.1,1310.5,310.1
2012-03-05T22:00:00.000Z,19076,3991.4,1291.7,300.61
2012-03-05T23:00:00.000Z,20048,4131.4,1309.5,307.45
2012-03-06T00:00:00.000Z,19257,4011.4,1269.8,294.49
2012-03-06T01:00:00.000Z,19348,4054.3,1269.8,283.62
2012-03-06T02:00:00.000Z,22124,4488.6,1389.9,308.21
2012-03-06T03:00:00.000Z,23719,4724.3,1432.5,314.18
2012-03-06T04:00:00.000Z,24157,4827.1,1435.5,314.13
2012-03-06T05:00:00.000Z,24124,4754.3,1408.7,303.06
2012-03-06T06:00:00.000Z,22181,4435.7,1327.4,288.52
2012-03-06T07:00:00.000Z,20490,4498.6,1391.9,303.83
2012-03-06T08:00:00.000Z,20681,4464.3,1365.1,295.05
2012-03-06T09:00:00.000Z,21848,4530,1350.2,283.98
2012-03-06T10:00:00.000Z,22743,4570,1314.5,272.19
2012-03-06T11:00:00.000Z,22924,4492.9,1249,254.03
2012-03-06T12:00:00.000Z,22057,4345.7,1205.4,247.09
2012-03-06T13:00:00.000Z,15900,3127.1,883.73,189.34
2012-03-06T14:00:00.000Z,13448,2590,745.34,159.13
2012-03-06T15:00:00.000Z,21367,3830,994.05,202.7
2012-03-06T16:00:00.000Z,23986,4155.7,1061.5,210.36
2012-03-06T17:00:00.000Z,23952,4078.6,1041.7,206.99
2012-03-06T18:00:00.000Z,23914,4087.1,1031.7,202.19
2012-03-06T19:00:00.000Z,23486,4021.4,1037.7,202.86
2012-03-06T20:00:00.000Z,23276,4042.9,1062.5,217.7
2012-03-06T21:00:00.000Z,22133,3981.4,1107.1,235.82
2012-03-06T22:00:00.000Z,20014,3778.6,1118.1,245.66
2012-03-06T23:00:00.000Z,22695,4385.7,1309.5,289.54
2012-03-07T00:00:00.000Z,25695,5084.3,1548.6,333.11
2012-03-07T01:00:00.000Z,29443,6051.4,1946.4,438.32
2012-03-07T02:00:00.000Z,36271,7471.4,2557.5,634.18
2012-03-07T03:00:00.000Z,45495,10279,3965.3,1074
2012-03-07T04:00:00.000Z,42567,11033,4824.4,1399.5
2012-03-07T05:00:00.000Z,48524,14046,6764.9,2135.7
2012-03-07T06:00:00.000Z,62905,19229,9503,3026.5
2012-03-07T07:00:00.000Z,98333,31871,16042,5183.7
2012-03-07T08:00:00.000Z,123100,42671,22569,7704.1
2012-03-07T09:00:00.000Z,423900,150000,78909,27020
2012-03-07T10:00:00.000Z,488100,181570,99901,34827
2012-03-07T11:00:00.000Z,916670,323710,167660,55153
2012-03-07T12:00:00.000Z,1.24950e+06,421570,213390,68316
2012-03-07T13:00:00.000Z,1.45140e+06,487430,242860,77398
2012-03-07T14:00:00.000Z,2.09620e+06,698710,346030,113010
2012-03-07T15:00:00.000Z,2.04190e+06,677140,333630,108930
2012-03-07T16:00:00.000Z,2.04100e+06,675570,331850,108780
2012-03-07T17:00:00.000Z,1.87050e+06,622290,306750,100310
2012-03-07T18:00:00.000Z,1.87050e+06,619570,305560,100100
2012-03-07T19:00:00.000Z,2.02330e+06,661710,326790,107300
2012-03-07T20:00:00.000Z,2.05330e+06,663290,324800,106480
2012-03-07T21:00:00.000Z,2.09290e+06,675140,331250,108780
2012-03-07T22:00:00.000Z,1.98480e+06,639000,313890,103520
2012-03-07T23:00:00.000Z,2.17860e+06,703290,352080,117860
2012-03-08T00:00:00.000Z,2.39430e+06,774860,391070,130820
2012-03-08T01:00:00.000Z,2.36670e+06,783290,404170,136380
2012-03-08T02:00:00.000Z,2.45290e+06,816140,424700,141020
2012-03-08T03:00:00.000Z,2.63710e+06,873140,450790,148210
2012-03-08T04:00:00.000Z,2.64100e+06,869710,447820,146990
2012-03-08T05:00:00.000Z,2.59240e+06,861710,445730,145510
2012-03-08T06:00:00.000Z,2.76710e+06,918710,466570,148670
2012-03-08T07:00:00.000Z,3.84240e+06,1.25330e+06,606750,190260
2012-03-08T08:00:00.000Z,3.85520e+06,1.25300e+06,598810,185410
2012-03-08T09:00:00.000Z,4.40140e+06,1.36790e+06,629170,189590
2012-03-08T10:00:00.000Z,5.38100e+06,1.61430e+06,723210,215710
2012-03-08T11:00:00.000Z,7.34290e+06,2.15140e+06,950200,280000
2012-03-08T12:00:00.000Z,7.58570e+06,2.23000e+06,985910,289340
2012-03-08T13:00:00.000Z,6.38100e+06,1.84570e+06,816960,241840
2012-03-08T14:00:00.000Z,5.96670e+06,1.73140e+06,767260,226020
2012-03-08T15:00:00.000Z,5.23810e+06,1.51140e+06,657240,193520
2012-03-08T16:00:00.000Z,4.70380e+06,1.33560e+06,575300,168010
2012-03-08T17:00:00.000Z,4.01330e+06,1.14940e+06,505650,146020
2012-03-08T18:00:00.000Z,3.61620e+06,1.04190e+06,464580,136530
2012-03-08T19:00:00.000Z,3.12480e+06,926570,421330,125460
2012-03-08T20:00:00.000Z,2.76290e+06,839430,393650,119690
2012-03-08T21:00:00.000Z,2.78100e+06,855290,404170,123880
2012-03-08T22:00:00.000Z,2.35190e+06,725140,338190,103620
2012-03-08T23:00:00.000Z,2.26810e+06,695000,321920,98163
2012-03-09T00:00:00.000Z,2.12570e+06,645570,297320,88980
2012-03-09T01:00:00.000Z,1.84430e+06,554000,254960,75459
2012-03-09T02:00:00.000Z,1.46000e+06,440140,203770,61122
2012-03-09T03:00:00.000Z,1.27620e+06,387570,179270,53929
2012-03-09T04:00:00.000Z,1.23810e+06,376290,172620,51888
2012-03-09T05:00:00.000Z,930000,297430,140670,42796
2012-03-09T06:00:00.000Z,827140,269000,129760,39423
2012-03-09T07:00:00.000Z,857620,275710,132640,40066
2012-03-09T08:00:00.000Z,824290,263430,126490,37883
2012-03-09T09:00:00.000Z,894760,273710,127080,37347
2012-03-09T10:00:00.000Z,864290,268290,125790,37071
2012-03-09T11:00:00.000Z,734760,229140,107340,32041
2012-03-09T12:00:00.000Z,774290,243140,114980,34423
2012-03-09T13:00:00.000Z,800480,244290,112800,33566
2012-03-09T14:00:00.000Z,705240,220570,103670,31367
2012-03-09T15:00:00.000Z,692860,215570,101190,30184
2012-03-09T16:00:00.000Z,640950,199290,93800,28316
2012-03-09T17:00:00.000Z,602860,190860,90327,27306
2012-03-09T18:00:00.000Z,598570,187140,87986,26408
2012-03-09T19:00:00.000Z,495240,157710,74821,23087
2012-03-09T20:00:00.000Z,587140,182430,83611,24689
2012-03-09T21:00:00.000Z,552380,170570,77440,22893
2012-03-09T22:00:00.000Z,520000,165290,76627,22694
2012-03-09T23:00:00.000Z,492380,158430,73472,21735
2012-03-10T00:00:00.000Z,480000,153290,70377,20607
2012-03-10T01:00:00.000Z,458480,145140,66905,19378
2012-03-10T02:00:00.000Z,456430,141070,64355,18413
2012-03-10T03:00:00.000Z,471330,140370,62540,17724
2012-03-10T04:00:00.000Z,457330,134040,59167,16944
2012-03-10T05:00:00.000Z,440570,130060,57381,16367
2012-03-10T06:00:00.000Z,421900,124210,54663,15607
2012-03-10T07:00:00.000Z,398950,119390,52550,14985
2012-03-10T08:00:00.000Z,386950,114690,50248,14291
2012-03-10T09:00:00.000Z,368000,109710,48234,13719
2012-03-10T10:00:00.000Z,350760,103770,45456,12939
2012-03-10T11:00:00.000Z,327330,97171,42708,12204
2012-03-10T12:00:00.000Z,303670,91200,39911,11362
2012-03-10T13:00:00.000Z,295520,89600,38968,11041
2012-03-10T14:00:00.000Z,286810,84314,36419,10332
2012-03-10T15:00:00.000Z,300050,85871,36438,10199
2012-03-10T16:00:00.000Z,292380,83300,35149,9785.7
2012-03-10T17:00:00.000Z,275330,78800,33730,9382.7
2012-03-10T18:00:00.000Z,271140,77214,33185,9188.8
2012-03-10T19:00:00.000Z,273190,76371,32173,8831.6
2012-03-10T20:00:00.000Z,265000,73943,31220,8571.4
2012-03-10T21:00:00.000Z,253140,70443,29633,8209.2
2012-03-10T22:00:00.000Z,247480,68657,28720,7908.2
2012-03-10T23:00:00.000Z,241760,66629,27708,7637.8
2012-03-11T00:00:00.000Z,238480,64700,26617,7295.9
2012-03-11T01:00:00.000Z,237100,63500,25942,7061.2
2012-03-11T02:00:00.000Z,228520,61243,24931,6780.6
2012-03-11T03:00:00.000Z,209380,57171,23601,6438.8
2012-03-11T04:00:00.000Z,191330,52600,21944,6025.5
2012-03-11T05:00:00.000Z,192190,51800,21329,5821.4
2012-03-11T06:00:00.000Z,190100,50729,20556,5581.6
2012-03-11T07:00:00.000Z,185330,48943,19663,5352
2012-03-11T08:00:00.000Z,184480,48300,19048,5102
2012-03-11T09:00:00.000Z,173860,45743,17857,4823.5
2012-03-11T10:00:00.000Z,167330,43829,17133,4589.3
2012-03-11T11:00:00.000Z,164900,42929,16835,4462.8
2012-03-11T12:00:00.000Z,161140,41143,16101,4285.2
2012-03-11T13:00:00.000Z,154330,39600,15655,4171.9
2012-03-11T14:00:00.000Z,153000,38871,15228,4042.3
2012-03-11T15:00:00.000Z,148570,36743,14077,3678.6
2012-03-11T16:00:00.000Z,145140,35186,13373,3486.7
2012-03-11T17:00:00.000Z,141380,34257,12946,3355.6
2012-03-11T18:00:00.000Z,135050,32743,12401,3209.2
2012-03-11T19:00:00.000Z,127380,31157,11875,3086.2
2012-03-11T20:00:00.000Z,120950,29686,11319,2964.8
2012-03-11T21:00:00.000Z,116570,28657,10903,2855.1
2012-03-11T22:00:00.000Z,111620,27614,10516,2743.9
2012-03-11T23:00:00.000Z,108950,26814,10218,2655.6
2012-05-16T00:00:00.000Z,677.14,117.76,57.599,21.23
2012-05-16T01:00:00.000Z,640,111.81,53.363,21.056
2012-05-16T02:00:00.000Z,597.14,110.57,54.454,21.668
2012-05-16T03:00:00.000Z,557.14,110.83,53.482,20.367
2012-05-16T04:00:00.000Z,561.9,108.69,51.369,20.112
2012-05-16T05:00:00.000Z,586.67,107.61,51.855,20.24
2012-05-16T06:00:00.000Z,598.1,111.16,52.52,20.77
2012-05-16T07:00:00.000Z,606.19,108.59,51.845,20.699
2012-05-16T08:00:00.000Z,615.24,108.34,50.645,21.301
2012-05-16T09:00:00.000Z,690.95,112.33,55.585,20.832
2012-05-16T10:00:00.000Z,689.52,111.91,53.135,21.531
2012-05-16T11:00:00.000Z,606.19,111.8,52.728,21.378
2012-05-16T12:00:00.000Z,575.71,105.19,52.232,19.194
2012-05-16T13:00:00.000Z,553.33,102.31,50.833,20.944
2012-05-16T14:00:00.000Z,574.76,103.9,50.774,21.684
2012-05-16T15:00:00.000Z,573.33,104.86,52.123,21.27
2012-05-16T16:00:00.000Z,599.05,103.34,52.907,20.857
2012-05-16T17:00:00.000Z,610.48,105.34,52.877,21.27
2012-05-16T18:00:00.000Z,564.76,103.67,50.357,21.362
2012-05-16T19:00:00.000Z,550,105.04,49.286,20.321
2012-05-16T20:00:00.000Z,615.71,102.94,52.827,21.056
2012-05-16T21:00:00.000Z,567.62,103.49,52.827,21.255
2012-05-16T22:00:00.000Z,709.52,107.29,54.99,21.786
2012-05-16T23:00:00.000Z,670,106.4,52.034,21.173
2012-05-17T00:00:00.000Z,678.1,107.81,53.085,21.602
2012-05-17T01:00:00.000Z,841.43,171.57,108.93,51.071
2012-05-17T02:00:00.000Z,32295,15471,10337,4235.7
2012-05-17T03:00:00.000Z,47810,21343,12837,4816.8
2012-05-17T04:00:00.000Z,50429,21357,12034,4123
2012-05-17T05:00:00.000Z,58524,20700,9871,3064.8
2012-05-17T06:00:00.000Z,69381,22300,9792.7,2885.2
2012-05-17T07:00:00.000Z,77857,21357,8434.5,2426.5
2012-05-17T08:00:00.000Z,73429,18157,6886.9,1942.9
2012-05-17T09:00:00.000Z,65333,15986,6016.9,1679.1
2012-05-17T10:00:00.000Z,64238,15329,5638.9,1564.3
2012-05-17T11:00:00.000Z,57905,13727,5042.7,1377.6
2012-05-17T12:00:00.000Z,57048,13364,4801.6,1275.5
2012-05-17T13:00:00.000Z,48762,10980,3894.8,1038.3
2012-05-17T14:00:00.000Z,33567,7944.3,2981.2,832.65
2012-05-17T15:00:00.000Z,27848,6747.1,2570.4,725
2012-05-17T16:00:00.000Z,27348,6594.3,2486.1,696.94
2012-05-17T17:00:00.000Z,26257,6222.9,2292.7,634.69
2012-05-17T18:00:00.000Z,28071,6460,2348.2,632.65
2012-05-17T19:00:00.000Z,32000,6977.1,2392.9,633.16
2012-05-17T20:00:00.000Z,31552,6591.4,2248,579.08
2012-05-17T21:00:00.000Z,29195,6142.9,2068.5,540.31
2012-05-17T22:00:00.000Z,28757,5938.6,1942.5,498.57
2012-05-17T23:00:00.000Z,28743,5737.1,1840.3,459.34
2012-05-18T00:00:00.000Z,26562,5345.7,1709.3,434.69
2012-05-18T01:00:00.000Z,24095,4810,1552.6,391.43
2012-05-18T02:00:00.000Z,21948,4412.9,1427.6,366.38
2012-05-18T03:00:00.000Z,20881,4168.6,1335.3,339.49
2012-05-18T04:00:00.000Z,20162,3955.7,1253,314.9
2012-05-18T05:00:00.000Z,18324,3591.4,1160.7,289.85
2012-05-18T06:00:00.000Z,17633,3431.4,1098.2,275.1
2012-05-18T07:00:00.000Z,16386,3155.7,1001,248.32
2012-05-18T08:00:00.000Z,15362,2974.3,930.16,232.76
2012-05-18T09:00:00.000Z,14871,2898.6,904.66,223.72
2012-05-18T10:00:00.000Z,13805,2694.3,848.31,211.79
2012-05-18T11:00:00.000Z,13095,2531.4,799.8,199.85
2012-05-18T12:00:00.000Z,12176,2377.1,744.05,188.06
2012-05-18T13:00:00.000Z,11895,2338.6,733.63,183.72
2012-05-18T14:00:00.000Z,10990,2150,665.58,164.85
2012-05-18T15:00:00.000Z,11090,2147.1,654.86,161.38
2012-05-18T16:00:00.000Z,11033,2088.6,635.52,154.74
